Entry	Entry Name	Protein names	Organism	EC number	UniRef90	Species	Enzyme
A0A015UBI9	A0A015UBI9_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis str. 3998T(B)3	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
Q64PP7	AROC_BACFR	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis (strain YCH46)	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
Q5L9G0	AROC_BACFN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / LMG 10263 / NCTC 9343 / Onslow / VPI 2553 / EN-2)	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
A0A081U6U5	A0A081U6U5_BACFG	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
A0A1C0X0F3	A0A1C0X0F3_BACFG	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
A0A642F4A3	A0A642F4A3_BACFG	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
F7LSJ3	F7LSJ3_BACFG	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
I9V6B8	I9V6B8_BACFG	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis CL05T12C13	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
A0A0E2ALU5	A0A0E2ALU5_BACFG	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis CL07T12C05	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
A0A016AF81	A0A016AF81_BACFG	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis str. S36L11	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
E1WWE3	E1WWE3_BACF6	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis (strain 638R)	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
A0A016ARU9	A0A016ARU9_BACFG	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis str. 3976T8	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
A0A015U2E2	A0A015U2E2_BACFG	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis str. 3998T(B)3	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
A0A015SLA1	A0A015SLA1_BACFG	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis str. 3988T(B)14	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
A0A015YFR0	A0A015YFR0_BACFG	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis str. 2-F-2 #4	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
A0AAN4MX34	A0AAN4MX34_BACFG	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides fragilis str. 1007-1-F #10	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
A0AB73AGP2	A0AB73AGP2_BACFG	Chorismate synthase (EC 4.2.3.5)	Bacteroides fragilis str. 3783N1-6	4.2.3.5	UniRef90_Q8A602	Bacteroides_fragilis	aroC
K0XF22	K0XF22_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Barnesiella intestinihominis YIT 11860	4.2.3.4	UniRef90_A0A941X8S7	Barnesiella_intestinihominis	aroB
K0WRW2	K0WRW2_9BACT	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Barnesiella intestinihominis YIT 11860	4.2.1.10	UniRef90_K0WRW2	Barnesiella_intestinihominis	aroD
K0X3I3	K0X3I3_9BACT	Shikimate kinase (SK) (EC 2.7.1.71)	Barnesiella intestinihominis YIT 11860	2.7.1.71	UniRef90_K0X3I3	Barnesiella_intestinihominis	aroK_L
K0X2W5	K0X2W5_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Barnesiella intestinihominis YIT 11860	2.5.1.19	UniRef90_K0X2W5	Barnesiella_intestinihominis	aroA
K0X4S7	K0X4S7_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Barnesiella intestinihominis YIT 11860	4.2.3.5	UniRef90_K0X4S7	Barnesiella_intestinihominis	aroC
A0A556PVN4	A0A556PVN4_9BACI	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Allobacillus sp. SKP2-8	2.5.1.54	UniRef90_A0A556PVN4	Allobacillus_sp_SKP2_8	aroF_G_H
A0A556PXB4	A0A556PXB4_9BACI	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Allobacillus sp. SKP2-8	4.2.3.4	UniRef90_A0A556PXB4	Allobacillus_sp_SKP2_8	aroB
A0A556PWZ9	A0A556PWZ9_9BACI	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Allobacillus sp. SKP2-8	4.2.1.10	UniRef90_A0A556PWZ9	Allobacillus_sp_SKP2_8	aroD
A0A556PV72	A0A556PV72_9BACI	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Allobacillus sp. SKP2-8	1.1.1.25	UniRef90_A0A556PV72	Allobacillus_sp_SKP2_8	aroE
A0A556PWZ0	A0A556PWZ0_9BACI	Shikimate kinase (SK) (EC 2.7.1.71)	Allobacillus sp. SKP2-8	2.7.1.71	UniRef90_A0A556PWZ0	Allobacillus_sp_SKP2_8	aroK_L
A0A556PXE7	A0A556PXE7_9BACI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Allobacillus sp. SKP2-8	2.5.1.19	UniRef90_A0A556PXE7	Allobacillus_sp_SKP2_8	aroA
A0A556PXD4	A0A556PXD4_9BACI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Allobacillus sp. SKP2-8	4.2.3.5	UniRef90_A0A556PT47	Allobacillus_sp_SKP2_8	aroC
A0A173QZY7	A0A173QZY7_EUBRA	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Eubacterium ramulus	2.5.1.54	UniRef90_A0A173QZY7	Eubacterium_ramulus	aroF_G_H
A0A2V1JSY9	A0A2V1JSY9_EUBRA	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Eubacterium ramulus	2.5.1.54	UniRef90_A0A173QZY7	Eubacterium_ramulus	aroF_G_H
U2P9R0	U2P9R0_EUBRA	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Eubacterium ramulus ATCC 29099	2.5.1.54	UniRef90_A0A173QZY7	Eubacterium_ramulus	aroF_G_H
A0A173V5K3	A0A173V5K3_EUBRA	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Eubacterium ramulus	4.2.3.4	UniRef90_A0A173V5K3	Eubacterium_ramulus	aroB
A0A2V1JQN6	A0A2V1JQN6_EUBRA	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Eubacterium ramulus	4.2.3.4	UniRef90_A0A2V1JQN6	Eubacterium_ramulus	aroB
U2R6U9	U2R6U9_EUBRA	3-dehydroquinate synthase (EC 4.2.3.4)	Eubacterium ramulus ATCC 29099	4.2.3.4	UniRef90_A0A173V5K3	Eubacterium_ramulus	aroB
A0A2V1JZP7	A0A2V1JZP7_EUBRA	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Eubacterium ramulus	4.2.1.10	UniRef90_A0A3R6Z691	Eubacterium_ramulus	aroD
A0A173R045	A0A173R045_EUBRA	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Eubacterium ramulus	4.2.1.10	UniRef90_U2R986	Eubacterium_ramulus	aroD
A0A844E0U4	A0A844E0U4_EUBRA	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Eubacterium ramulus	4.2.1.10	UniRef90_U2R986	Eubacterium_ramulus	aroD
U2R986	U2R986_EUBRA	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Eubacterium ramulus ATCC 29099	4.2.1.10	UniRef90_U2R986	Eubacterium_ramulus	aroD
A0A844E3Q4	A0A844E3Q4_EUBRA	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Eubacterium ramulus	1.1.1.25	UniRef90_U2PT18	Eubacterium_ramulus	aroE
A0A173QZW6	A0A173QZW6_EUBRA	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Eubacterium ramulus	1.1.1.25	UniRef90_U2PT18	Eubacterium_ramulus	aroE
A0A2V1JVE6	A0A2V1JVE6_EUBRA	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Eubacterium ramulus	1.1.1.25	UniRef90_A0A2V1JVE6	Eubacterium_ramulus	aroE
U2PT18	U2PT18_EUBRA	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Eubacterium ramulus ATCC 29099	1.1.1.25	UniRef90_U2PT18	Eubacterium_ramulus	aroE
A0A173RVH7	A0A173RVH7_EUBRA	Shikimate kinase (SK) (EC 2.7.1.71)	Eubacterium ramulus	2.7.1.71	UniRef90_A0A173RVH7	Eubacterium_ramulus	aroK_L
A0A2V1JY17	A0A2V1JY17_EUBRA	Shikimate kinase (SK) (EC 2.7.1.71)	Eubacterium ramulus	2.7.1.71	UniRef90_A0A417VG26	Eubacterium_ramulus	aroK_L
A0A173R0W5	A0A173R0W5_EUBRA	Shikimate kinase (SK) (EC 2.7.1.71)	Eubacterium ramulus	2.7.1.71	UniRef90_U2R0X9	Eubacterium_ramulus	aroK_L
A0A2V1JT86	A0A2V1JT86_EUBRA	Shikimate kinase (SK) (EC 2.7.1.71)	Eubacterium ramulus	2.7.1.71	UniRef90_A0A2V1JT86	Eubacterium_ramulus	aroK_L
U2R0X9	U2R0X9_EUBRA	Shikimate kinase (SK) (EC 2.7.1.71)	Eubacterium ramulus ATCC 29099	2.7.1.71	UniRef90_U2R0X9	Eubacterium_ramulus	aroK_L
U2NUD3	U2NUD3_EUBRA	Shikimate kinase (SK) (EC 2.7.1.71)	Eubacterium ramulus ATCC 29099	2.7.1.71	UniRef90_A0A173RVH7	Eubacterium_ramulus	aroK_L
A0A844E262	A0A844E262_EUBRA	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Eubacterium ramulus	2.5.1.19	UniRef90_U2PCD5	Eubacterium_ramulus	aroA
A0A173US33	A0A173US33_EUBRA	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Eubacterium ramulus	2.5.1.19	UniRef90_U2PCD5	Eubacterium_ramulus	aroA
A0A2V1JQH1	A0A2V1JQH1_EUBRA	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Eubacterium ramulus	2.5.1.19	UniRef90_A0A2V1JQH1	Eubacterium_ramulus	aroA
U2PCD5	U2PCD5_EUBRA	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Eubacterium ramulus ATCC 29099	2.5.1.19	UniRef90_U2PCD5	Eubacterium_ramulus	aroA
A0A2V1JSB0	A0A2V1JSB0_EUBRA	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Eubacterium ramulus	4.2.3.5	UniRef90_U2QZG3	Eubacterium_ramulus	aroC
A0A844E3F3	A0A844E3F3_EUBRA	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Eubacterium ramulus	4.2.3.5	UniRef90_U2QZG3	Eubacterium_ramulus	aroC
A0A173RGL1	A0A173RGL1_EUBRA	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Eubacterium ramulus	4.2.3.5	UniRef90_U2QZG3	Eubacterium_ramulus	aroC
U2QZG3	U2QZG3_EUBRA	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Eubacterium ramulus ATCC 29099	4.2.3.5	UniRef90_U2QZG3	Eubacterium_ramulus	aroC
A0A6N2VNL1	A0A6N2VNL1_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Blautia glucerasea	2.5.1.54	UniRef90_A0A1C5V8C7	Blautia_glucerasea	aroF_G_H
A0A6N2V0Q2	A0A6N2V0Q2_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Blautia glucerasea	2.5.1.54	UniRef90_A0A6N2V0Q2	Blautia_glucerasea	aroF_G_H
A0A6N2SL52	A0A6N2SL52_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Blautia glucerasea	4.2.3.4	UniRef90_A0A6N2SL52	Blautia_glucerasea	aroB
A0A6N2VBB8	A0A6N2VBB8_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Blautia glucerasea	4.2.1.10	UniRef90_A0A6N2VBB8	Blautia_glucerasea	aroD
A0A6N2UD57	A0A6N2UD57_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Blautia glucerasea	1.1.1.25	UniRef90_A0A6N2UD57	Blautia_glucerasea	aroE
A0A6N2VQT7	A0A6N2VQT7_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia glucerasea	2.7.1.71	UniRef90_A0A6N2VQT7	Blautia_glucerasea	aroK_L
A0A6N2U9P8	A0A6N2U9P8_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia glucerasea	2.7.1.71	UniRef90_A0A6N2U9P8	Blautia_glucerasea	aroK_L
A0A6N2QXH9	A0A6N2QXH9_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia glucerasea	2.7.1.71	UniRef90_A0A6N2QXH9	Blautia_glucerasea	aroK_L
A0A6N2S0X9	A0A6N2S0X9_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia glucerasea	2.5.1.19	UniRef90_A0A6N2S0X9	Blautia_glucerasea	aroA
A0A6N2RX30	A0A6N2RX30_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia glucerasea	4.2.3.5	UniRef90_A0A6N2RX30	Blautia_glucerasea	aroC
I3YKL6	I3YKL6_ALIFI	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase (EC 2.5.1.54)	Alistipes finegoldii (strain DSM 17242 / JCM 16770 / CCUG 46020 / CIP 107999 / KCTC 15236 / AHN 2437)	2.5.1.54	UniRef90_I3YKL6	Alistipes_finegoldii	aroF_G_H
A0AAE4LLZ7	A0AAE4LLZ7_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Alistipes finegoldii	4.2.3.4	UniRef90_E4M9K6	Alistipes_finegoldii	aroB
A0AA37KNQ7	A0AA37KNQ7_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Alistipes finegoldii	4.2.3.4	UniRef90_E4M9K6	Alistipes_finegoldii	aroB
I3YP64	I3YP64_ALIFI	3-dehydroquinate synthase (EC 4.2.3.4)	Alistipes finegoldii (strain DSM 17242 / JCM 16770 / CCUG 46020 / CIP 107999 / KCTC 15236 / AHN 2437)	4.2.3.4	UniRef90_E4M9K6	Alistipes_finegoldii	aroB
A0AA37KRB9	A0AA37KRB9_9BACT	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Alistipes finegoldii	4.2.1.10	UniRef90_I3YHS1	Alistipes_finegoldii	aroD
I3YHS1	I3YHS1_ALIFI	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Alistipes finegoldii (strain DSM 17242 / JCM 16770 / CCUG 46020 / CIP 107999 / KCTC 15236 / AHN 2437)	4.2.1.10	UniRef90_I3YHS1	Alistipes_finegoldii	aroD
I3YQW5	I3YQW5_ALIFI	Shikimate 5-dehydrogenase (EC 1.1.1.25)	Alistipes finegoldii (strain DSM 17242 / JCM 16770 / CCUG 46020 / CIP 107999 / KCTC 15236 / AHN 2437)	1.1.1.25	UniRef90_I3YQW5	Alistipes_finegoldii	aroE
A0A5B5VQ28	A0A5B5VQ28_9BACT	Shikimate kinase (SK) (EC 2.7.1.71)	Alistipes finegoldii	2.7.1.71	UniRef90_I3YQ61	Alistipes_finegoldii	aroK_L
I3YQ61	I3YQ61_ALIFI	Shikimate kinase (SK) (EC 2.7.1.71)	Alistipes finegoldii (strain DSM 17242 / JCM 16770 / CCUG 46020 / CIP 107999 / KCTC 15236 / AHN 2437)	2.7.1.71	UniRef90_I3YQ61	Alistipes_finegoldii	aroK_L
A0AA37KR89	A0AA37KR89_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Alistipes finegoldii	2.5.1.19	UniRef90_I3YHW3	Alistipes_finegoldii	aroA
A0AAE4LKE5	A0AAE4LKE5_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Alistipes finegoldii	2.5.1.19	UniRef90_I3YHW3	Alistipes_finegoldii	aroA
I3YHW3	I3YHW3_ALIFI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Alistipes finegoldii (strain DSM 17242 / JCM 16770 / CCUG 46020 / CIP 107999 / KCTC 15236 / AHN 2437)	2.5.1.19	UniRef90_I3YHW3	Alistipes_finegoldii	aroA
A0AA37KMN7	A0AA37KMN7_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Alistipes finegoldii	4.2.3.5	UniRef90_I3YHW4	Alistipes_finegoldii	aroC
A0AAE4LKX1	A0AAE4LKX1_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Alistipes finegoldii	4.2.3.5	UniRef90_I3YHW4	Alistipes_finegoldii	aroC
I3YHW4	I3YHW4_ALIFI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Alistipes finegoldii (strain DSM 17242 / JCM 16770 / CCUG 46020 / CIP 107999 / KCTC 15236 / AHN 2437)	4.2.3.5	UniRef90_I3YHW4	Alistipes_finegoldii	aroC
A0A6N3CGB8	A0A6N3CGB8_9BACT	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Parabacteroides merdae	2.5.1.54	UniRef90_A0A6N3CGB8	Parabacteroides_merdae	aroF_G_H
A0A414Y174	A0A414Y174_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Parabacteroides merdae	4.2.3.4	UniRef90_A0A9Q4WS04	Parabacteroides_merdae	aroB
A0AA44AKS0	A0AA44AKS0_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Parabacteroides merdae	4.2.3.4	UniRef90_A0A9Q4WS04	Parabacteroides_merdae	aroB
A0A7K1HAL5	A0A7K1HAL5_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Parabacteroides merdae	4.2.3.4	UniRef90_A0A9Q4WS04	Parabacteroides_merdae	aroB
A0A3R6HWM6	A0A3R6HWM6_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Parabacteroides merdae	4.2.3.4	UniRef90_A0A9Q4WS04	Parabacteroides_merdae	aroB
A0A9Q4WS04	A0A9Q4WS04_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Parabacteroides merdae	4.2.3.4	UniRef90_A0A9Q4WS04	Parabacteroides_merdae	aroB
A0AB37LV78	A0AB37LV78_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Parabacteroides merdae	4.2.3.4	UniRef90_A0A9Q4WS04	Parabacteroides_merdae	aroB
K5ZQT0	K5ZQT0_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Parabacteroides merdae CL03T12C32	4.2.3.4	UniRef90_A0A9Q4WS04	Parabacteroides_merdae	aroB
A0A7K1HAI5	A0A7K1HAI5_9BACT	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Parabacteroides merdae	4.2.1.10	UniRef90_K5ZFM3	Parabacteroides_merdae	aroD
A0A351E1Z2	A0A351E1Z2_9BACT	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Parabacteroides merdae	4.2.1.10	UniRef90_K5ZFM3	Parabacteroides_merdae	aroD
K5YJM7	K5YJM7_9BACT	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Parabacteroides merdae CL03T12C32	4.2.1.10	UniRef90_K5ZFM3	Parabacteroides_merdae	aroD
A0A355VQ51	A0A355VQ51_9BACT	Shikimate 5-dehydrogenase (Shikimate dehydrogenase (EC 1.1.1.25))	Parabacteroides merdae	1.1.1.25	UniRef90_A0A174FMN9	Parabacteroides_merdae	aroE
A0A9Q4WRI7	A0A9Q4WRI7_9BACT	Shikimate dehydrogenase (EC 1.1.1.25)	Parabacteroides merdae	1.1.1.25	UniRef90_A0A9Q4WRI7	Parabacteroides_merdae	aroE
A0A6N3F5I9	A0A6N3F5I9_9BACT	Shikimate dehydrogenase (EC 1.1.1.25)	Parabacteroides merdae	1.1.1.25	UniRef90_A0A9Q4WRI7	Parabacteroides_merdae	aroE
A0A3R6A1D9	A0A3R6A1D9_9BACT	Shikimate kinase (SK) (EC 2.7.1.71)	Parabacteroides merdae	2.7.1.71	UniRef90_K5ZIA4	Parabacteroides_merdae	aroK_L
A0A414Y325	A0A414Y325_9BACT	Shikimate kinase (SK) (EC 2.7.1.71)	Parabacteroides merdae	2.7.1.71	UniRef90_K5ZIA4	Parabacteroides_merdae	aroK_L
A0A3E4ZZ55	A0A3E4ZZ55_9BACT	Shikimate kinase (SK) (EC 2.7.1.71)	Parabacteroides merdae	2.7.1.71	UniRef90_K5ZIA4	Parabacteroides_merdae	aroK_L
K5ZB51	K5ZB51_9BACT	Shikimate kinase (SK) (EC 2.7.1.71)	Parabacteroides merdae CL03T12C32	2.7.1.71	UniRef90_K5ZIA4	Parabacteroides_merdae	aroK_L
A0A3E4ZUJ5	A0A3E4ZUJ5_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Parabacteroides merdae	2.5.1.19	UniRef90_K5ZGY1	Parabacteroides_merdae	aroA
A0A3R5ZTZ6	A0A3R5ZTZ6_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Parabacteroides merdae	2.5.1.19	UniRef90_K5ZGY1	Parabacteroides_merdae	aroA
A0A6N3HAC5	A0A6N3HAC5_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Parabacteroides merdae	2.5.1.19	UniRef90_K5ZGY1	Parabacteroides_merdae	aroA
A0A7K1HBR6	A0A7K1HBR6_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Parabacteroides merdae	2.5.1.19	UniRef90_K5ZGY1	Parabacteroides_merdae	aroA
A0A3R6HPH7	A0A3R6HPH7_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Parabacteroides merdae	2.5.1.19	UniRef90_K5ZGY1	Parabacteroides_merdae	aroA
A0A3R6H5H1	A0A3R6H5H1_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Parabacteroides merdae	2.5.1.19	UniRef90_K5ZGY1	Parabacteroides_merdae	aroA
K5ZNS6	K5ZNS6_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Parabacteroides merdae CL03T12C32	2.5.1.19	UniRef90_K5ZGY1	Parabacteroides_merdae	aroA
A0AB37LYE9	A0AB37LYE9_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Parabacteroides merdae	2.5.1.19	UniRef90_K5ZGY1	Parabacteroides_merdae	aroA
A0AA37K420	A0AA37K420_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Parabacteroides merdae	4.2.3.5	UniRef90_A6LDP9	Parabacteroides_merdae	aroC
A0A3R5Z0Q0	A0A3R5Z0Q0_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Parabacteroides merdae	4.2.3.5	UniRef90_A6LDP9	Parabacteroides_merdae	aroC
