Entry	Entry Name	Protein names	Organism	EC number	UniRef90	Species
A0A3D2I0N7	A0A3D2I0N7_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A416C0I8	Lachnospiraceae_bacterium
A0A352SFS5	A0A352SFS5_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A416C0I8	Lachnospiraceae_bacterium
A0A3D3IY93	A0A3D3IY93_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A3D3IY93	Lachnospiraceae_bacterium
A0A3D3RLX0	A0A3D3RLX0_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A3D3RLX0	Lachnospiraceae_bacterium
A0A3D4LPT9	A0A3D4LPT9_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A416HQP7	Lachnospiraceae_bacterium
A0A4S2HNR2	A0A4S2HNR2_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A4S2HNR2	Lachnospiraceae_bacterium
A0A7U9S0N6	A0A7U9S0N6_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A7U9S0N6	Lachnospiraceae_bacterium
A0A7X4Z8K7	A0A7X4Z8K7_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A7X4Z8K7	Lachnospiraceae_bacterium
A0A927TYH3	A0A927TYH3_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A927TYH3	Lachnospiraceae_bacterium
A0A927V0P1	A0A927V0P1_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A927V0P1	Lachnospiraceae_bacterium
A0A929UDQ5	A0A929UDQ5_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A929UBH9	Lachnospiraceae_bacterium
A0A929UBH9	A0A929UBH9_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A929UBH9	Lachnospiraceae_bacterium
A0A929YGI2	A0A929YGI2_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A929UBH9	Lachnospiraceae_bacterium
A0A929XUI7	A0A929XUI7_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A929UBH9	Lachnospiraceae_bacterium
A0A929Y5K6	A0A929Y5K6_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A929UBH9	Lachnospiraceae_bacterium
A0A929T3H1	A0A929T3H1_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A929UBH9	Lachnospiraceae_bacterium
A0A929TQ03	A0A929TQ03_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A929UBH9	Lachnospiraceae_bacterium
A0A929XS36	A0A929XS36_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A929UBH9	Lachnospiraceae_bacterium
A0A929TE74	A0A929TE74_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase	Lachnospiraceae bacterium		UniRef90_A0A929UBH9	Lachnospiraceae_bacterium
A0A929YSY8	A0A929YSY8_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase	Lachnospiraceae bacterium		UniRef90_A0A929UBH9	Lachnospiraceae_bacterium
A0A940AD50	A0A940AD50_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A1G4WCB5	Lachnospiraceae_bacterium
A0A1G4WCB5	A0A1G4WCB5_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium YSD2013	2.5.1.19	UniRef90_A0A1G4WCB5	Lachnospiraceae_bacterium
A0A9D5MT53	A0A9D5MT53_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A9D5MT53	Lachnospiraceae_bacterium
A0AAV5H655	A0AAV5H655_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A416HB87	Lachnospiraceae_bacterium
A0A351UUC2	A0A351UUC2_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A351UUC2	Lachnospiraceae_bacterium
A0A3D4HQA8	A0A3D4HQA8_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A354JA70	Lachnospiraceae_bacterium
A0A3D3EPW1	A0A3D3EPW1_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A354JA70	Lachnospiraceae_bacterium
A0A354JA70	A0A354JA70_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A354JA70	Lachnospiraceae_bacterium
A0A3D0PKV0	A0A3D0PKV0_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A354JA70	Lachnospiraceae_bacterium
A0A1T5BK02	A0A1T5BK02_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A1T5BK02	Lachnospiraceae_bacterium
A0A2J8B813	A0A2J8B813_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A2J8B813	Lachnospiraceae_bacterium
A0A316LZM9	A0A316LZM9_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A3D2EIQ0	Lachnospiraceae_bacterium
A0A3D2EIQ0	A0A3D2EIQ0_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A3D2EIQ0	Lachnospiraceae_bacterium
A0A349YKN1	A0A349YKN1_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A349YKN1	Lachnospiraceae_bacterium
A0A349ZQG9	A0A349ZQG9_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A349ZQG9	Lachnospiraceae_bacterium
A0A351VAA1	A0A351VAA1_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A351VAA1	Lachnospiraceae_bacterium
A0A3B9IBM6	A0A3B9IBM6_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A3B9IBM6	Lachnospiraceae_bacterium
A0A3C1WSR2	A0A3C1WSR2_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A3C1WSR2	Lachnospiraceae_bacterium
A0A4S2H6Z2	A0A4S2H6Z2_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A4S2H6Z2	Lachnospiraceae_bacterium
A0A7U9MUT7	A0A7U9MUT7_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A7U9MUT7	Lachnospiraceae_bacterium
A0A7U9S0K1	A0A7U9S0K1_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A7U9S0K1	Lachnospiraceae_bacterium
A0A7U9XD33	A0A7U9XD33_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A7U9XD33	Lachnospiraceae_bacterium
A0A7X5ITP7	A0A7X5ITP7_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A7X5ITP7	Lachnospiraceae_bacterium
A0A927V104	A0A927V104_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A927V104	Lachnospiraceae_bacterium
A0A927VC40	A0A927VC40_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A927VC40	Lachnospiraceae_bacterium
A0A927Y5K2	A0A927Y5K2_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A927Y5K2	Lachnospiraceae_bacterium
A0A927YRW3	A0A927YRW3_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A927YRW3	Lachnospiraceae_bacterium
A0A929XTX9	A0A929XTX9_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A929TLN5	Lachnospiraceae_bacterium
A0A929Y9V5	A0A929Y9V5_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A929TLN5	Lachnospiraceae_bacterium
A0A929T0F0	A0A929T0F0_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A929TLN5	Lachnospiraceae_bacterium
A0A929TLN5	A0A929TLN5_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A929TLN5	Lachnospiraceae_bacterium
A0A929T938	A0A929T938_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A929TLN5	Lachnospiraceae_bacterium
A0A929U7H0	A0A929U7H0_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A929TLN5	Lachnospiraceae_bacterium
A0A929TQU7	A0A929TQU7_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A929TLN5	Lachnospiraceae_bacterium
A0A929VAD8	A0A929VAD8_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A929TLN5	Lachnospiraceae_bacterium
A0A929Y8M8	A0A929Y8M8_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A929TLN5	Lachnospiraceae_bacterium
A0A929Y9G3	A0A929Y9G3_9FIRM	Chorismate synthase (EC 4.2.3.5)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A929TLN5	Lachnospiraceae_bacterium
A0A940AE64	A0A940AE64_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A1G4V3H4	Lachnospiraceae_bacterium
A0A1G4V3H4	A0A1G4V3H4_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium YSD2013	4.2.3.5	UniRef90_A0A1G4V3H4	Lachnospiraceae_bacterium
A0A9D5RJP8	A0A9D5RJP8_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A9D5RJP8	Lachnospiraceae_bacterium
A0A351URK1	A0A351URK1_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A351URK1	Lachnospiraceae_bacterium
A0A352CUC4	A0A352CUC4_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A7X2P698	Lachnospiraceae_bacterium
A0A352WKU0	A0A352WKU0_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium	4.2.3.5	UniRef90_A0A352WKU0	Lachnospiraceae_bacterium
A0A3D5WNP1	A0A3D5WNP1_9FIRM	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Lachnospiraceae bacterium	2.5.1.54	UniRef90_A0A173VS40	Lachnospiraceae_bacterium
A0A3D5WQV8	A0A3D5WQV8_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase	Lachnospiraceae bacterium		UniRef90_C0FVP7	Lachnospiraceae_bacterium
A0A369MSE7	A0A369MSE7_EGGLN	3-deoxy-7-phosphoheptulonate synthase	Eggerthella lenta (Eubacterium lentum)		UniRef90_F0HPX5	Eggerthella_lenta
A0A369MJH8	A0A369MJH8_EGGLN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Eggerthella lenta (Eubacterium lentum)	2.5.1.54	UniRef90_F0HPX5	Eggerthella_lenta
A0A369NPF6	A0A369NPF6_EGGLN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Eggerthella lenta (Eubacterium lentum)	2.5.1.54	UniRef90_F0HPX5	Eggerthella_lenta
C8WP31	C8WP31_EGGLE	Phospho-2-dehydro-3-deoxyheptonate aldolase	Eggerthella lenta (strain ATCC 25559 / DSM 2243 / CCUG 17323 / JCM 9979 / KCTC 3265 / NCTC 11813 / VPI 0255 / 1899 B) (Eubacterium lentum)		UniRef90_F0HPX5	Eggerthella_lenta
A0A369MHC5	A0A369MHC5_EGGLN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Eggerthella lenta (Eubacterium lentum)	4.2.3.4	UniRef90_C8WLP0	Eggerthella_lenta
A0A369MV60	A0A369MV60_EGGLN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Eggerthella lenta (Eubacterium lentum)	4.2.3.4	UniRef90_C8WLP0	Eggerthella_lenta
A0A369NPC0	A0A369NPC0_EGGLN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Eggerthella lenta (Eubacterium lentum)	4.2.3.4	UniRef90_C8WLP0	Eggerthella_lenta
C8WLP0	C8WLP0_EGGLE	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Eggerthella lenta (strain ATCC 25559 / DSM 2243 / CCUG 17323 / JCM 9979 / KCTC 3265 / NCTC 11813 / VPI 0255 / 1899 B) (Eubacterium lentum)	4.2.3.4	UniRef90_C8WLP0	Eggerthella_lenta
A0A369MHC1	A0A369MHC1_EGGLN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Eggerthella lenta (Eubacterium lentum)	4.2.1.10	UniRef90_C8WLN9	Eggerthella_lenta
C8WLN9	C8WLN9_EGGLE	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Eggerthella lenta (strain ATCC 25559 / DSM 2243 / CCUG 17323 / JCM 9979 / KCTC 3265 / NCTC 11813 / VPI 0255 / 1899 B) (Eubacterium lentum)	4.2.1.10	UniRef90_C8WLN9	Eggerthella_lenta
A0A369N5E1	A0A369N5E1_EGGLN	Shikimate kinase (SK) (EC 2.7.1.71)	Eggerthella lenta (Eubacterium lentum)	2.7.1.71	UniRef90_C8WLP1	Eggerthella_lenta
A0A9Q7DCQ9	A0A9Q7DCQ9_EGGLN	Shikimate kinase (SK) (EC 2.7.1.71)	Eggerthella lenta (Eubacterium lentum)	2.7.1.71	UniRef90_C8WLP1	Eggerthella_lenta
A0A6N3DFY6	A0A6N3DFY6_EGGLN	Shikimate kinase (SK) (EC 2.7.1.71)	Eggerthella lenta (Eubacterium lentum)	2.7.1.71	UniRef90_C8WLP1	Eggerthella_lenta
A0A369MER4	A0A369MER4_EGGLN	Shikimate kinase (SK) (EC 2.7.1.71)	Eggerthella lenta (Eubacterium lentum)	2.7.1.71	UniRef90_C8WLP1	Eggerthella_lenta
A0A369MV77	A0A369MV77_EGGLN	Shikimate kinase (SK) (EC 2.7.1.71)	Eggerthella lenta (Eubacterium lentum)	2.7.1.71	UniRef90_C8WLP1	Eggerthella_lenta
C8WLP1	C8WLP1_EGGLE	Shikimate kinase (SK) (EC 2.7.1.71)	Eggerthella lenta (strain ATCC 25559 / DSM 2243 / CCUG 17323 / JCM 9979 / KCTC 3265 / NCTC 11813 / VPI 0255 / 1899 B) (Eubacterium lentum)	2.7.1.71	UniRef90_C8WLP1	Eggerthella_lenta
A0A369MPV5	A0A369MPV5_EGGLN	Shikimate kinase (SK) (EC 2.7.1.71)	Eggerthella lenta (Eubacterium lentum)	2.7.1.71	UniRef90_C8WJ88	Eggerthella_lenta
C8WJ88	C8WJ88_EGGLE	Shikimate kinase (SK) (EC 2.7.1.71)	Eggerthella lenta (strain ATCC 25559 / DSM 2243 / CCUG 17323 / JCM 9979 / KCTC 3265 / NCTC 11813 / VPI 0255 / 1899 B) (Eubacterium lentum)	2.7.1.71	UniRef90_C8WJ88	Eggerthella_lenta
A0A6N3AR84	A0A6N3AR84_EGGLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Eggerthella lenta (Eubacterium lentum)	2.5.1.19	UniRef90_C8WGR0	Eggerthella_lenta
A0A369MPS0	A0A369MPS0_EGGLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Eggerthella lenta (Eubacterium lentum)	2.5.1.19	UniRef90_C8WGR0	Eggerthella_lenta
A0A369NDD3	A0A369NDD3_EGGLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Eggerthella lenta (Eubacterium lentum)	2.5.1.19	UniRef90_C8WGR0	Eggerthella_lenta
A0A5C5C5E5	A0A5C5C5E5_EGGLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Eggerthella lenta (Eubacterium lentum)	2.5.1.19	UniRef90_C8WGR0	Eggerthella_lenta
C8WGR0	C8WGR0_EGGLE	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Eggerthella lenta (strain ATCC 25559 / DSM 2243 / CCUG 17323 / JCM 9979 / KCTC 3265 / NCTC 11813 / VPI 0255 / 1899 B) (Eubacterium lentum)	2.5.1.19	UniRef90_C8WGR0	Eggerthella_lenta
A0A5C5BXT1	A0A5C5BXT1_EGGLN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Eggerthella lenta (Eubacterium lentum)	4.2.3.5	UniRef90_C8WLP2	Eggerthella_lenta
A0A369MDZ1	A0A369MDZ1_EGGLN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Eggerthella lenta (Eubacterium lentum)	4.2.3.5	UniRef90_C8WLP2	Eggerthella_lenta
A0A369NAI6	A0A369NAI6_EGGLN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Eggerthella lenta (Eubacterium lentum)	4.2.3.5	UniRef90_C8WLP2	Eggerthella_lenta
A0A369MTW3	A0A369MTW3_EGGLN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Eggerthella lenta (Eubacterium lentum)	4.2.3.5	UniRef90_C8WLP2	Eggerthella_lenta
A0A9Q7DKV5	A0A9Q7DKV5_EGGLN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Eggerthella lenta (Eubacterium lentum)	4.2.3.5	UniRef90_C8WLP2	Eggerthella_lenta
C8WLP2	C8WLP2_EGGLE	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Eggerthella lenta (strain ATCC 25559 / DSM 2243 / CCUG 17323 / JCM 9979 / KCTC 3265 / NCTC 11813 / VPI 0255 / 1899 B) (Eubacterium lentum)	4.2.3.5	UniRef90_C8WLP2	Eggerthella_lenta
A0A0W7TPA1	A0A0W7TPA1_9FIRM	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Ruthenibacterium lactatiformans	2.5.1.54	UniRef90_A0A0D8J072	Ruthenibacterium_lactatiformans
A0A0D8J072	A0A0D8J072_9FIRM	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Ruthenibacterium lactatiformans	2.5.1.54	UniRef90_A0A0D8J072	Ruthenibacterium_lactatiformans
A0A0D8IYE4	A0A0D8IYE4_9FIRM	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Ruthenibacterium lactatiformans	2.5.1.54	UniRef90_A0A0D8IYE4	Ruthenibacterium_lactatiformans
A0A0D8J2Y3	A0A0D8J2Y3_9FIRM	3-dehydroquinate synthase (EC 4.2.3.4)	Ruthenibacterium lactatiformans	4.2.3.4	UniRef90_A0A0D8J2Y3	Ruthenibacterium_lactatiformans
A0A6L6LN50	A0A6L6LN50_9FIRM	3-dehydroquinate synthase (EC 4.2.3.4)	Ruthenibacterium lactatiformans	4.2.3.4	UniRef90_A0A0D8J2Y3	Ruthenibacterium_lactatiformans
A0A0D8IZM1	A0A0D8IZM1_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Ruthenibacterium lactatiformans	4.2.1.10	UniRef90_A0A0D8IZM1	Ruthenibacterium_lactatiformans
A0A0W7TPA8	A0A0W7TPA8_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Ruthenibacterium lactatiformans	4.2.1.10	UniRef90_A0A0D8IZM1	Ruthenibacterium_lactatiformans
A0A0D8J0U2	A0A0D8J0U2_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Ruthenibacterium lactatiformans	2.7.1.71	UniRef90_A0A0D8J0U2	Ruthenibacterium_lactatiformans
